domain,mode,source_campaign,model_family,feature_set_id,calibration,threshold_policy,threshold,precision,recall,specificity,balanced_accuracy,f1,roc_auc,pr_auc,brier,quality_label,overfit_gap_train_val_ba,final_class,config_id,n_features
adhd,caregiver_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,isotonic,recall_target_guard,0.3999999999999999,0.71900826446281,0.925531914893617,0.9119170984455959,0.9187245066696064,0.8093023255813954,0.9492613824275163,0.7241089004526715,0.06389466244508701,aceptable,0.016481093594972962,HOLD_FOR_LIMITATION,rf_calibrated_regularized,36.0
adhd,caregiver_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.5599999999999999,0.689922480620155,0.9468085106382979,0.8963730569948186,0.9215907838165582,0.7982062780269058,0.9524583838606547,0.7461931953430669,0.07868796345116312,malo,0.005071105721530023,HOLD_FOR_LIMITATION,rf_precision_guarded,69.0
adhd,caregiver_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.4666534718198245,0.704,0.9361702127659575,0.9041450777202072,0.9201576452430824,0.8036529680365296,0.951383529930548,0.7300419974766443,0.07554613242576143,aceptable,0.003343990004777142,HOLD_FOR_LIMITATION,rf_balanced_regularized,53.0
adhd,psychologist_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.5499999999999999,0.6904761904761905,0.925531914893617,0.8989637305699482,0.9122478227317825,0.7909090909090909,0.9497299084996141,0.7180700559629031,0.07867751257646273,malo,0.022186087531694487,HOLD_FOR_LIMITATION,rf_calibrated_regularized,9.0
adhd,psychologist_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.6,0.7226890756302521,0.9148936170212766,0.9145077720207254,0.914700694521001,0.8075117370892019,0.9629313195899019,0.8534145929527844,0.09390187028874665,aceptable,0.004115680005879585,HOLD_FOR_LIMITATION,rf_guardrail_randomized,27.0
anxiety,caregiver_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.5509721185330153,0.8554216867469879,0.8255813953488372,0.9695431472081218,0.8975622712784795,0.8402366863905325,0.9643637114862472,0.8985296515822613,0.1324680784221708,aceptable,-0.002429858733718926,HOLD_FOR_LIMITATION,rf_guardrail_very_random,59.0
anxiety,caregiver_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.5299999999999999,0.8235294117647058,0.813953488372093,0.9619289340101523,0.8879412111911227,0.8187134502923976,0.9536654468185574,0.8531067850920091,0.1363188022729681,aceptable,0.005322079250777212,HOLD_FOR_LIMITATION,rf_guardrail_very_random,126.0
anxiety,psychologist_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.5336125226848083,0.8452380952380952,0.8255813953488372,0.9670050761421319,0.8962932357454846,0.8352941176470589,0.9639652933537952,0.8800940637253928,0.11958115342547092,aceptable,-0.011765631763270834,HOLD_FOR_LIMITATION,rf_guardrail_very_random,14.0
anxiety,psychologist_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.5394416137058918,0.8372093023255814,0.8372093023255814,0.9644670050761421,0.9008381537008618,0.8372093023255814,0.9733945224884901,0.89612205748892,0.12154854311232437,aceptable,0.013497029079604927,HOLD_FOR_LIMITATION,rf_guardrail_very_random,60.0
anxiety,psychologist_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.5279665721525749,0.8676470588235294,0.686046511627907,0.9771573604060914,0.8316019360169992,0.7662337662337663,0.9554952189824106,0.8598799565788883,0.1582824747037536,malo,0.004476055562113945,HOLD_FOR_LIMITATION,rf_guardrail_very_random,151.0
conduct,caregiver_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,recall_target_guard,0.5199999999999999,0.8097826086956522,0.93125,0.890625,0.9109375,0.8662790697674418,0.9770117187499999,0.9555356459496309,0.1324384607101465,bueno,-0.021428684570982348,HOLD_FOR_LIMITATION,rf_guardrail_very_random,49.0
elimination,caregiver_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.72,0.7931034482758621,0.8846153846153846,0.9719626168224299,0.9282890007189073,0.8363636363636363,0.9563039180445723,0.889206555569716,0.07581351210595827,aceptable,-0.010165515154758165,REJECT_AS_PRIMARY,rf_guardrail_randomized,4.0
elimination,caregiver_2_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,none,f1_ba_conservative,0.58,0.7666666666666667,0.8846153846153846,0.9672897196261683,0.9259525521207764,0.8214285714285714,0.9508896477354422,0.8606195074052196,0.1324794453750367,aceptable,-0.005892826511083582,HOLD_FOR_LIMITATION,rf_guardrail_randomized,7.0
elimination,caregiver_full,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,isotonic,max_f1_precision_guard,0.62,0.7352941176470589,0.9615384615384616,0.9579439252336449,0.9597411933860532,0.8333333333333334,0.9782755212077642,0.7453696641138292,0.029487449009540125,aceptable,0.018856210155893782,HOLD_FOR_LIMITATION,rf_calibrated_regularized,9.0
elimination,psychologist_1_3,hybrid_rf_max_real_metrics_v1,rf,same_inputs_v10,isotonic,f1_ba_conservative,0.7629906025428413,0.7272727272727273,0.9230769230769231,0.9579439252336449,0.940510424155284,0.8135593220338984,0.9791292235801582,0.7475775360417276,0.031089486969279757,aceptable,-0.003787378868818858,HOLD_FOR_LIMITATION,rf_calibrated_regularized,5.0
